,Sehir,İlce,Mahalle,Fiyat,brüt metrekare,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Krediye Uygunluk
459,0,3,234,700000,70 M2,65 M2,1,0,18,
460,0,3,283,750000,85 M2,75 M2,3,7,16,
461,0,11,66,4250000TLarrow_downward,100 M2,85 M2,6,0,3,
462,0,7,107,920000,96 M2,65 M2,3,6,18,Krediye Uygun Değil
463,0,22,271,975000,85 M2,80 M2,3,6,3,
464,0,7,47,9500000,332 M2,300 M2,17,5,18,
465,0,19,83,9850000,145 M2,110 M2,6,7,11,
466,0,22,242,1250000,75 M2,70 M2,3,0,5,
467,0,14,249,2750000,157 M2,130 M2,6,8,10,
468,0,9,61,3500000TLarrow_downward,230 M2,195 M2,6,4,3,
469,0,24,230,2150000TLarrow_downward,150 M2,138 M2,6,3,5,
470,0,14,205,770000,156 M2,130 M2,6,8,5,
471,0,17,125,5500000,240 M2,180 M2,9,8,4,
472,0,24,237,1350000,90 M2,75 M2,3,8,9,
473,0,23,18,2250000TLarrow_downward,100 M2,89 M2,3,2,7,
474,0,7,107,620000,75 M2,65 M2,1,7,18,
475,0,14,119,1129000,240 M2,230 M2,10,8,7,
476,0,14,23,280000,115 M2,105 M2,3,0,18,
477,0,16,252,1500000,140 M2,135 M2,6,5,21,
478,0,14,219,920000,115 M2,100 M2,3,8,7,
479,0,23,91,940000,140 M2,130 M2,6,3,3,Krediye Uygun Değil
480,0,3,33,1500000,135 M2,130 M2,6,5,18,
481,0,6,188,1875000,105 M2,85 M2,3,0,18,
482,0,30,275,1690000,104 M2,72 M2,3,0,18,
483,0,4,241,24000000,420 M2,320 M2,19,0,21,
484,0,25,245,1575000,250 M2,220 M2,12,7,9,
485,0,26,62,6375000TLarrow_downward,152 M2,145 M2,6,5,5,
486,0,23,256,450000,80 M2,65 M2,3,5,5,Krediye Uygun Değil
487,0,15,266,1480000,90 M2,85 M2,3,0,7,
488,0,21,204,1330000,75 M2,65 M2,3,8,18,
489,0,21,204,1475000,140 M2,110 M2,7,8,21,
490,0,19,80,3220000,120 M2,78 M2,3,0,11,
491,0,36,143,4350000TLarrow_downward,220 M2,180 M2,9,7,19,
492,0,22,87,2150000,165 M2,150 M2,7,0,7,
493,0,15,158,3200000,200 M2,180 M2,9,8,10,
494,0,21,154,865000TLarrow_downward,210 M2,170 M2,10,0,15,
495,0,14,61,2700000,174 M2,135 M2,6,2,9,
496,0,12,163,1899000,150 M2,140 M2,6,5,3,
497,0,9,150,3250000,210 M2,200 M2,6,2,18,
498,0,19,73,4850000,230 M2,178 M2,12,4,21,
499,0,3,249,599000,75 M2,70 M2,3,5,3,Krediye Uygun Değil
500,0,14,184,1300000,140 M2,130 M2,6,6,1,
501,0,9,150,977000,115 M2,105 M2,3,0,5,
502,0,6,139,550000,100 M2,90 M2,3,5,9,Krediye Uygun Değil
503,0,23,256,4500000,99 M2,91 M2,22,8,5,
504,0,2,20,625000,160 M2,145 M2,6,5,3,
505,0,4,281,7500000,165 M2,150 M2,6,0,16,
506,0,26,118,5500000,101 M2,72 M2,3,0,4,Krediye Uygun Değil
507,0,29,56,975000,105 M2,95 M2,3,0,18,
508,0,4,281,14500000,230 M2,210 M2,6,0,3,
509,0,4,281,22000000,380 M2,350 M2,19,0,5,
510,0,7,35,4950000TLarrow_downward,360 M2,330 M2,13,2,19,
511,0,4,241,15200000,320 M2,280 M2,13,0,21,
512,0,4,244,5030000TLarrow_downward,135 M2,120 M2,6,0,16,
513,0,33,158,2100000,130 M2,120 M2,6,1,5,
514,0,24,259,510000,120 M2,110 M2,6,3,7,Krediye Uygun Değil
515,0,0,238,4500000,400 M2,350 M2,15,3,20,
516,0,23,269,1990000,120 M2,106 M2,6,8,16,
517,0,17,119,1250000,180 M2,170 M2,9,5,7,
518,0,13,81,380000,70 M2,65 M2,1,5,9,Krediye Uygun Değil
519,0,22,87,1760000,175 M2,165 M2,10,4,7,
520,0,3,198,550000,75 M2,70 M2,3,5,16,
521,0,12,123,12750000TLarrow_downward,700 M2,650 M2,16,2,20,Bilinmiyor
522,0,3,199,2350000,380 M2,360 M2,13,5,10,
523,0,9,61,739000,100 M2,95 M2,3,0,5,
524,0,22,99,1750000,150 M2,145 M2,7,8,7,
525,0,3,234,625000TLarrow_downward%,80 M2,75 M2,1,7,16,
526,0,14,184,929000,105 M2,95 M2,3,0,5,
527,0,7,35,7000000,252 M2,240 M2,9,8,10,
528,0,2,64,815000TLarrow_downward,85 M2,80 M2,3,0,16,
529,0,30,275,1650000,97 M2,64 M2,3,0,16,
530,0,12,162,950000,85 M2,75 M2,3,8,18,
531,0,35,206,10000000,280 M2,250 M2,13,0,10,
532,0,3,198,1000000,85 M2,75 M2,3,2,18,
533,0,7,34,5150000,123 M2,110 M2,3,8,15,
534,0,12,27,1750000,155 M2,145 M2,6,8,3,
535,0,19,84,2450000,85 M2,70 M2,1,5,7,
536,0,3,119,825000,65 M2,55 M2,1,7,18,
537,0,7,133,3970000,165 M2,113 M2,6,8,3,
538,0,37,61,9800000,165 M2,135 M2,5,6,12,Bilinmiyor
539,0,37,61,5400000,85 M2,60 M2,1,0,4,Bilinmiyor
540,0,7,35,4500000,200 M2,140 M2,11,0,4,Krediye Uygun Değil
541,0,14,110,829000,155 M2,140 M2,6,7,7,
542,0,14,119,579000,110 M2,100 M2,3,7,5,
543,0,9,185,4199000,270 M2,250 M2,14,0,21,
544,0,4,241,8750000,180 M2,160 M2,9,0,5,
545,0,7,35,5500000,260 M2,190 M2,6,8,10,
546,0,6,103,1450000,120 M2,115 M2,3,1,18,
547,0,9,8,2600000,150 M2,130 M2,6,0,3,
548,0,12,69,3750000,200 M2,160 M2,6,6,15,
549,0,7,107,2180000,178 M2,148 M2,9,8,7,
550,0,30,275,2550000,126 M2,94 M2,6,0,11,
551,0,30,275,3490000,144 M2,133 M2,9,0,10,
552,0,30,275,2480000,143 M2,95 M2,6,0,9,
553,0,30,275,3300000,200 M2,159 M2,12,0,13,
554,0,30,275,1875000,105 M2,72 M2,3,0,7,
555,0,30,275,5000000,211 M2,192 M2,13,0,12,
556,0,30,275,1875000,105 M2,72 M2,3,0,3,
557,0,30,275,1975000,105 M2,72 M2,3,0,9,
558,0,30,275,2500000,126 M2,93 M2,6,0,11,
559,0,30,275,2500000,126 M2,94 M2,6,0,11,
560,0,3,119,1150000TLarrow_downward,115 M2,105 M2,6,5,3,
561,0,9,8,9000000,375 M2,340 M2,17,0,19,
562,0,15,273,1050000TLarrow_downward,120 M2,100 M2,6,5,7,
563,0,7,133,7830000,247 M2,171 M2,9,0,10,Krediye Uygun Değil
564,0,14,119,519000,105 M2,95 M2,3,8,5,
565,0,9,227,1349000,135 M2,130 M2,6,0,5,
566,0,14,179,920000,110 M2,100 M2,3,7,4,
567,0,12,57,2500000,400 M2,190 M2,10,5,18,
568,0,14,154,890000,90 M2,70 M2,3,0,5,
569,0,9,61,420000,100 M2,90 M2,3,7,16,
570,0,14,154,420000,100 M2,90 M2,3,0,16,
571,0,20,177,1390000,80 M2,70 M2,3,0,3,
572,0,24,224,1900000,220 M2,200 M2,10,2,18,Krediye Uygun Değil
573,0,9,8,1575000,340 M2,320 M2,10,3,4,
574,0,14,141,750000TLarrow_downward,78 M2,55 M2,3,7,12,
575,0,6,119,1850000,110 M2,95 M2,3,0,3,
576,0,18,117,570000,50 M2,40 M2,1,0,16,
577,0,12,61,7250000TLarrow_downward,530 M2,450 M2,21,5,20,
578,0,3,119,1800000,170 M2,150 M2,10,8,10,
579,0,29,77,1400000,195 M2,180 M2,9,8,22,
580,0,9,61,479999,120 M2,110 M2,3,0,7,
581,0,17,125,4250000,140 M2,115 M2,6,8,4,
582,0,24,76,1450000,235 M2,220 M2,17,2,7,
583,0,29,231,2300000,170 M2,169 M2,3,2,9,Hayır
584,0,17,125,3000000,140 M2,110 M2,6,8,10,
585,0,27,131,3150000,1.177 M2,250 M2,10,5,18,
586,0,8,21,3000000,300 M2,250 M2,6,5,18,Krediye Uygun Değil
587,0,17,125,2800000,120 M2,90 M2,3,8,4,
588,0,24,76,1600000,135 M2,134 M2,0,2,7,Bilinmiyor
589,0,12,61,2700000,270 M2,250 M2,13,7,21,
590,0,11,247,30000000,300 M2,290 M2,13,5,5,
591,0,37,215,3750000,100 M2,90 M2,3,4,18,
592,0,7,35,3750000,149 M2,122 M2,6,0,3,Krediye Uygun Değil
593,0,14,96,295000TLarrow_downward%,59 M2,50 M2,22,8,4,
594,0,34,70,1585000,102 M2,95 M2,3,8,7,
595,0,31,95,1680000TLarrow_downward,85 M2,80 M2,3,5,7,
596,0,22,242,3900000,220 M2,200 M2,10,0,7,
597,0,11,247,30000000,300 M2,290 M2,13,5,5,
598,0,1,134,875000,90 M2,85 M2,3,8,16,
599,0,17,125,2790000,120 M2,80 M2,3,6,4,
600,0,15,126,1520000,95 M2,80 M2,3,8,3,
601,0,26,53,1900000,150 M2,145 M2,10,7,19,Krediye Uygun Değil
602,0,20,226,3200000,140 M2,120 M2,6,0,9,
603,0,24,258,15750000,350 M2,310 M2,12,2,5,
604,0,26,151,3250000,75 M2,60 M2,1,8,4,
605,0,24,224,1600000,120 M2,83 M2,6,6,10,
606,0,19,202,6500000,120 M2,90 M2,6,0,4,
607,0,3,61,800000,80 M2,65 M2,3,8,18,
608,0,2,64,1850000,130 M2,120 M2,6,5,11,
609,0,17,232,750000,90 M2,80 M2,3,5,16,
610,0,14,37,799000,105 M2,95 M2,3,4,5,
611,0,9,8,1799999,225 M2,200 M2,10,0,21,
612,0,7,35,1370000,145 M2,130 M2,6,0,5,
613,0,9,61,1320000,140 M2,120 M2,6,0,3,
614,0,24,224,1125000,112 M2,95 M2,3,8,3,
615,0,3,33,3500000,110 M2,95 M2,6,5,3,
616,0,20,119,1300000,200 M2,160 M2,9,8,3,
617,0,12,182,879999,115 M2,100 M2,3,0,5,
618,0,24,145,1060000,120 M2,100 M2,6,2,5,
619,0,14,249,1350000,85 M2,80 M2,1,7,6,
620,0,9,227,2000000,180 M2,160 M2,10,4,21,
621,0,20,129,1800000,240 M2,200 M2,12,3,21,
622,0,9,227,1399000,140 M2,130 M2,6,7,5,
623,0,9,227,1900000,200 M2,150 M2,10,8,10,
624,0,22,271,1050000,95 M2,85 M2,3,8,18,
625,0,27,260,5200000,560 M2,550 M2,9,5,20,
626,0,14,181,470000,100 M2,95 M2,3,8,16,
627,0,14,169,590000,110 M2,100 M2,3,8,18,
628,0,14,245,610000,100 M2,90 M2,3,8,16,
629,0,3,234,1050000,85 M2,80 M2,3,0,3,
630,0,16,272,3000000,140 M2,120 M2,6,0,9,
631,0,25,153,1375000,85 M2,70 M2,3,8,5,
632,0,35,223,925000,80 M2,75 M2,3,5,9,
633,0,25,245,918000,135 M2,120 M2,3,0,21,
634,0,14,267,795000,95 M2,75 M2,1,8,3,
635,0,24,224,694000,95 M2,80 M2,3,2,18,
636,0,25,235,752000,175 M2,155 M2,9,0,3,
637,0,28,161,762000,139 M2,120 M2,3,0,3,
638,0,24,237,2750000,140 M2,119 M2,6,2,10,
639,0,33,61,1400000,110 M2,90 M2,3,7,11,
640,0,24,237,2750000,140 M2,119 M2,6,2,10,
641,0,14,264,780000,90 M2,85 M2,3,8,18,
642,0,9,8,4100000,225 M2,200 M2,9,0,10,
643,0,3,198,1200000,220 M2,210 M2,10,5,10,Krediye Uygun Değil
644,0,9,227,1850000,155 M2,140 M2,6,0,7,
645,0,25,71,4150000,175 M2,140 M2,6,8,21,
646,0,29,274,750000,115 M2,110 M2,3,3,22,
647,0,35,262,18000000,400 M2,350 M2,13,0,21,
648,0,23,17,3200000,130 M2,117 M2,9,2,10,
649,0,15,194,1120000,110 M2,95 M2,3,3,7,
650,0,30,180,2800000,125 M2,100 M2,6,0,12,
651,0,14,23,490000,130 M2,110 M2,3,2,7,
652,0,3,249,570000,80 M2,75 M2,3,3,5,Krediye Uygun Değil
653,0,14,156,277000,95 M2,80 M2,1,0,16,
654,0,14,156,472000,139 M2,125 M2,3,0,3,
655,0,23,17,1550000,65 M2,55 M2,1,0,18,
656,0,22,242,2550000,120 M2,110 M2,6,7,3,
657,0,9,132,536000,135 M2,120 M2,3,0,5,
658,0,21,174,1140000,105 M2,80 M2,3,2,16,
659,0,35,161,2200000,110 M2,100 M2,3,3,9,
660,0,30,180,2350000,125 M2,100 M2,6,0,12,
661,0,12,220,13000000,600 M2,380 M2,12,8,20,
662,0,19,54,8475000,150 M2,115 M2,6,6,12,
663,0,9,61,1200000,100 M2,90 M2,3,0,12,
664,0,9,61,559000,115 M2,110 M2,3,0,5,
665,0,14,268,620000,150 M2,135 M2,9,0,9,
666,0,4,186,11200000,171 M2,111 M2,3,4,5,
667,0,30,180,2500000,125 M2,100 M2,6,0,12,
668,0,37,176,2350000,180 M2,150 M2,7,8,7,
669,0,3,249,1350000,90 M2,85 M2,3,0,7,
670,0,3,199,1900000,165 M2,150 M2,9,0,10,
671,0,19,51,4350000,110 M2,95 M2,6,6,4,
672,0,14,240,1650000,150 M2,145 M2,6,0,11,
673,0,14,264,745000,110 M2,105 M2,3,0,5,
674,0,14,189,695000,100 M2,90 M2,3,0,7,
675,0,3,263,1150000,85 M2,1 M2,3,7,7,
676,0,9,227,1250000,120 M2,110 M2,3,0,3,
677,0,14,240,1160000,125 M2,120 M2,3,7,4,
678,0,9,227,1275000,120 M2,110 M2,3,0,3,
679,0,11,10,3950000,130 M2,100 M2,6,5,4,
680,0,9,8,2100000,120 M2,105 M2,3,4,3,
681,0,34,75,965000,70 M2,60 M2,3,2,16,
682,0,21,204,1750000,130 M2,120 M2,6,3,11,
683,0,20,217,1600000,98 M2,73 M2,1,1,5,
684,0,20,77,1925000,122 M2,103 M2,6,0,5,
685,0,20,26,2175000,204 M2,173 M2,9,5,4,
686,0,9,227,950000,80 M2,70 M2,1,0,18,
687,0,9,132,1799000,117 M2,95 M2,3,7,5,
688,0,20,100,3000000,130 M2,110 M2,6,7,10,
689,0,19,89,4550000,137 M2,92 M2,3,6,4,
690,0,19,89,4550000,137 M2,92 M2,3,6,4,
691,0,9,132,3600000,126 M2,100 M2,3,1,9,
692,0,35,61,1550000,80 M2,70 M2,3,0,5,
693,0,37,98,600000,75 M2,70 M2,1,5,9,Krediye Uygun Değil
694,0,33,258,1739999,130 M2,115 M2,6,8,7,
695,0,19,51,2950000,140 M2,110 M2,6,5,7,
696,0,19,51,5390000,240 M2,220 M2,9,5,3,
697,0,29,222,2599000,260 M2,250 M2,17,0,22,
698,0,24,173,625000,145 M2,130 M2,6,5,9,Krediye Uygun Değil
699,0,24,109,690000,115 M2,105 M2,6,2,16,
700,0,9,8,2100000,150 M2,130 M2,6,8,5,
701,0,34,78,1365000,115 M2,105 M2,6,2,9,
702,0,24,208,1140000,85 M2,75 M2,3,7,3,
703,0,17,125,2050000,96 M2,62 M2,1,8,4,Krediye Uygun Değil
704,0,9,8,1600000,110 M2,90 M2,3,3,13,
705,0,14,61,700000,38 M2,30 M2,22,8,3,
706,0,22,58,940000,130 M2,125 M2,6,5,9,
707,0,19,114,2850000,115 M2,95 M2,6,7,3,
708,0,19,142,3100000,130 M2,110 M2,6,5,7,
709,0,9,8,1775000,160 M2,150 M2,6,2,7,
710,0,19,54,9250000,180 M2,140 M2,9,5,10,Krediye Uygun Değil
711,0,18,106,780000,85 M2,80 M2,3,5,18,
712,0,32,203,4000000,350 M2,330 M2,12,5,20,Krediye Uygun Değil
713,0,37,98,650000,75 M2,70 M2,1,5,9,Krediye Uygun Değil
714,0,35,33,2200000,88 M2,75 M2,3,0,9,
715,0,21,158,2850000,80 M2,58 M2,3,0,12,
716,0,30,30,1400000,140 M2,135 M2,6,2,5,
717,0,24,81,655000,100 M2,95 M2,3,5,7,Krediye Uygun Değil
718,0,14,219,897500,165 M2,150 M2,6,8,18,
719,0,14,219,1310000,135 M2,120 M2,6,6,7,
720,0,26,151,9500000,180 M2,140 M2,6,2,4,
721,0,29,2,849000,100 M2,95 M2,3,2,5,
722,1,14,181,730000,115 M2,95 M2,3,8,5,
723,0,24,265,1425000,95 M2,85 M2,3,7,12,
724,0,9,227,2350000,170 M2,145 M2,10,0,10,
725,0,14,37,670000,105 M2,100 M2,3,7,5,
726,0,14,43,432000,80 M2,70 M2,1,6,16,
727,0,29,2,819000,90 M2,85 M2,3,2,18,
728,0,27,161,755000,115 M2,95 M2,3,4,7,Krediye Uygun Değil
729,0,26,32,1250000,130 M2,125 M2,6,5,9,Krediye Uygun Değil
730,0,22,24,4500000,141 M2,120 M2,6,8,10,
731,0,6,45,1950000,67 M2,55 M2,1,8,12,
732,0,2,60,890000,70 M2,65 M2,3,8,16,
733,0,14,169,739000,130 M2,120 M2,6,8,18,
734,0,35,52,2500000,150 M2,130 M2,12,0,9,
735,0,1,271,1600000,100 M2,85 M2,3,8,7,
736,0,3,119,1150000,80 M2,78 M2,3,0,3,
737,0,11,10,10800000,240 M2,220 M2,10,8,11,
738,0,25,153,737000,100 M2,90 M2,3,8,18,
739,0,9,41,1790000,165 M2,150 M2,6,8,3,
740,0,37,98,645000,90 M2,85 M2,3,3,7,Krediye Uygun Değil
741,0,35,52,1750000,80 M2,70 M2,3,0,18,
742,0,28,7,1310000,125 M2,110 M2,6,0,9,
743,0,35,52,3500000,240 M2,185 M2,10,0,9,
744,0,21,261,1989000,200 M2,170 M2,10,1,12,
745,0,10,138,1150000,110 M2,100 M2,6,8,0,
746,0,7,35,1900000,130 M2,95 M2,3,0,6,Krediye Uygun Değil
747,0,37,90,60000000,600 M2,599 M2,12,1,8,
748,0,14,11,1325000,120 M2,105 M2,3,8,10,
749,0,14,156,820000,120 M2,100 M2,3,8,9,
750,0,23,256,1450000,160 M2,120 M2,6,8,9,
751,0,25,79,1197000,110 M2,75 M2,3,8,3,
752,0,25,79,1197000,110 M2,75 M2,3,8,3,
753,0,28,7,640000,75 M2,68 M2,3,6,16,
754,0,27,16,980000,160 M2,156 M2,8,5,9,Bilinmiyor
755,0,18,106,780000,90 M2,85 M2,3,5,18,
756,0,14,61,2100000,165 M2,138 M2,6,8,5,
757,0,9,132,1975000,130 M2,120 M2,6,0,5,
758,0,18,117,1650000,120 M2,100 M2,6,5,5,
759,0,24,208,1270000,105 M2,94 M2,3,8,11,
760,0,3,249,1600000,190 M2,180 M2,9,2,21,
761,0,28,161,1350000,160 M2,135 M2,9,1,21,
762,0,34,212,3535000,150 M2,120 M2,6,8,4,
763,0,29,77,650000,80 M2,70 M2,3,2,18,
764,0,34,197,2200000,125 M2,110 M2,6,6,3,
765,0,34,31,1100000,95 M2,80 M2,3,3,18,
766,0,3,199,830000,100 M2,95 M2,3,5,3,
767,0,3,234,1770000,70 M2,42 M2,1,4,3,
768,0,3,198,1100000,90 M2,85 M2,3,5,10,
769,0,7,133,1125000,69 M2,58 M2,3,8,5,
770,0,9,227,1100000,100 M2,90 M2,3,0,5,
771,0,14,43,520000,85 M2,70 M2,3,7,3,
772,0,25,235,890000,110 M2,100 M2,6,0,7,
773,0,25,81,800000,95 M2,85 M2,3,0,7,
774,0,14,175,520000,115 M2,105 M2,3,7,16,
775,0,24,258,2449000,105 M2,95 M2,3,0,5,
776,0,37,98,1250000,120 M2,110 M2,3,3,2,
777,0,15,183,2100000,130 M2,115 M2,6,5,3,
778,0,6,148,900000,70 M2,60 M2,3,7,3,
779,0,2,64,950000,120 M2,100 M2,6,5,11,
780,0,28,7,789000,95 M2,85 M2,3,0,5,
781,0,26,28,2700000,45 M2,30 M2,22,1,12,
782,0,26,28,2700000,45 M2,30 M2,22,1,12,
783,0,14,189,700000,115 M2,110 M2,3,7,9,
784,0,14,11,1610000,130 M2,125 M2,6,1,9,
785,0,25,235,950000,120 M2,110 M2,4,8,18,
786,0,12,144,4150000,550 M2,530 M2,13,2,20,
787,0,14,154,875000,100 M2,90 M2,3,8,5,
788,0,22,24,1350000,47 M2,35 M2,1,8,3,
789,0,7,107,1150000,200 M2,180 M2,7,6,9,
790,0,7,133,3380000,130 M2,92 M2,3,7,11,
791,0,5,246,2450000,110 M2,98 M2,6,0,3,
792,0,25,136,1400000,150 M2,135 M2,6,7,5,
793,0,34,229,880000,70 M2,60 M2,1,0,16,
794,0,25,79,2150000,66 M2,56 M2,1,1,9,
795,0,37,1,2900000,85 M2,75 M2,3,0,7,
796,0,9,132,1075000,100 M2,90 M2,3,8,5,
797,0,25,71,1325000,70 M2,60 M2,1,8,7,
798,0,32,85,900000,85 M2,65 M2,3,6,7,
799,0,3,199,850000,90 M2,85 M2,3,5,7,
800,0,0,273,885000,90 M2,85 M2,3,0,5,
801,0,25,175,927000,130 M2,120 M2,3,0,18,
802,0,27,102,1325000,170 M2,150 M2,9,5,19,
803,0,22,242,700000,115 M2,100 M2,3,5,10,Krediye Uygun Değil
804,0,15,266,1350000,90 M2,85 M2,3,8,7,
805,0,33,213,950000,60 M2,50 M2,1,8,18,
806,0,34,257,1900000,180 M2,160 M2,9,2,9,
807,0,19,97,3600000,90 M2,65 M2,3,0,7,
808,0,33,161,1000000,65 M2,50 M2,1,8,18,
809,0,9,8,2300000,170 M2,140 M2,6,8,5,
810,0,12,67,1900000,130 M2,115 M2,6,2,7,
811,0,12,196,1850000,130 M2,100 M2,6,3,7,
812,0,9,8,2300000,170 M2,140 M2,6,8,5,
813,0,12,67,1900000,130 M2,115 M2,6,2,7,
814,0,12,196,1850000,130 M2,100 M2,6,3,7,
815,0,22,155,400000,85 M2,80 M2,3,5,3,Krediye Uygun Değil
816,0,22,24,1700000,85 M2,80 M2,3,2,12,
817,0,22,24,3150000,152 M2,138 M2,6,2,10,
818,0,27,161,850000,92 M2,70 M2,3,4,11,
819,0,1,278,1865000,105 M2,75 M2,3,8,3,
820,0,3,87,930000,135 M2,125 M2,6,5,3,Krediye Uygun Değil
821,0,25,159,895000,160 M2,150 M2,9,8,18,
822,0,7,35,3900000,166 M2,107 M2,6,0,4,Krediye Uygun Değil
823,0,11,152,8000000,220 M2,170 M2,3,5,10,
824,0,7,19,700000,100 M2,90 M2,3,0,18,
825,0,0,167,600000,100 M2,92 M2,6,8,18,
826,0,16,279,5750000,70 M2,60 M2,3,5,19,Bilinmiyor
827,0,33,207,1250000,125 M2,115 M2,6,2,18,Krediye Uygun Değil
828,0,12,57,600000,90 M2,80 M2,3,5,3,
829,0,23,18,1625000,95 M2,80 M2,3,5,18,
830,0,26,211,11750000,220 M2,200 M2,9,5,5,
831,0,19,83,3500000,57 M2,43 M2,1,0,16,
832,0,16,165,1100000,85 M2,80 M2,3,5,18,
833,0,1,74,1750000,97 M2,87 M2,3,8,3,
834,0,2,60,530000,110 M2,100 M2,3,5,16,Krediye Uygun Değil
835,0,34,168,1690000,93 M2,78 M2,3,0,18,
836,0,9,150,950000,120 M2,110 M2,3,0,7,
837,0,17,280,585000,85 M2,75 M2,3,2,0,
838,0,6,236,1225000,125 M2,120 M2,6,2,5,
839,0,20,222,1200000,130 M2,120 M2,6,5,18,
840,0,15,273,1050000,110 M2,95 M2,3,8,3,
841,0,33,158,855000,90 M2,80 M2,6,8,18,
842,0,6,97,3100000,130 M2,100 M2,6,0,11,
843,0,27,233,1050000,105 M2,95 M2,3,0,7,
844,0,14,175,380000,100 M2,90 M2,3,8,16,
845,0,6,148,1030000,95 M2,90 M2,3,2,5,
846,0,17,125,2120000,95 M2,92 M2,1,7,14,
847,0,26,28,900000,70 M2,65 M2,1,5,18,Krediye Uygun Değil
848,0,2,60,150000,40 M2,35 M2,0,2,18,
849,0,25,136,650000,80 M2,70 M2,3,3,5,Krediye Uygun Değil
850,0,28,81,1200000,201 M2,200 M2,3,5,18,Krediye Uygun Değil
851,0,22,122,3500000,150 M2,130 M2,6,5,10,Hayır
852,0,27,233,1050000,120 M2,110 M2,6,0,7,
853,0,7,107,387500,80 M2,65 M2,1,1,16,
854,0,11,66,4500000,115 M2,88 M2,6,0,3,
855,0,11,66,2800000,78 M2,51 M2,3,0,18,
856,0,12,121,1250000,100 M2,90 M2,3,2,9,Bilinmiyor
857,0,5,130,2250000,80 M2,70 M2,3,0,9,
858,0,21,158,3500000,85 M2,70 M2,3,6,10,
859,0,19,1,3495000,95 M2,73 M2,3,8,11,Krediye Uygun Değil
860,0,19,84,3250000,100 M2,80 M2,3,5,7,
861,0,19,51,2875000,105 M2,65 M2,3,7,10,
862,0,7,253,4900000,156 M2,152 M2,6,8,4,
863,0,7,253,3135000,122 M2,102 M2,3,8,4,
864,0,19,97,6575000,210 M2,152 M2,9,5,5,
865,0,22,242,1600000,85 M2,75 M2,3,0,5,
866,0,22,242,1100000,85 M2,75 M2,3,0,3,
867,0,17,46,1400000,100 M2,95 M2,3,8,16,
868,0,14,110,965000,100 M2,85 M2,3,0,3,
869,0,9,61,799000,100 M2,90 M2,3,6,18,
870,0,9,61,679000,100 M2,90 M2,3,7,18,
871,0,24,109,1350000,90 M2,85 M2,3,0,5,
872,0,25,245,910000,125 M2,110 M2,6,7,18,
873,0,25,245,910000,125 M2,110 M2,6,7,18,
874,0,1,271,2650000,130 M2,110 M2,6,8,3,
875,0,9,227,1275000,110 M2,100 M2,3,0,5,
876,0,24,237,1200000,67 M2,50 M2,1,2,11,
877,0,3,263,880000,125 M2,120 M2,6,5,3,Krediye Uygun Değil
878,0,3,263,2200000,190 M2,170 M2,9,0,9,
879,0,14,276,274000,95 M2,80 M2,1,0,16,
880,0,20,222,3650000,180 M2,160 M2,6,7,9,
881,0,9,132,438000,140 M2,125 M2,3,0,18,
882,0,20,200,1495000,115 M2,95 M2,6,0,18,
883,0,20,200,1775000,115 M2,95 M2,6,0,3,
884,0,14,154,318000,135 M2,120 M2,3,0,16,
885,0,23,88,2300000,85 M2,65 M2,3,8,5,
886,0,33,213,1649000,105 M2,85 M2,3,0,9,
887,0,14,61,575999,100 M2,95 M2,3,0,18,
888,0,14,249,785000,110 M2,100 M2,3,7,4,Krediye Uygun Değil
889,0,19,97,4600000,110 M2,85 M2,6,7,3,
890,0,33,213,1755000,140 M2,125 M2,3,0,3,
891,0,23,269,3900000,145 M2,130 M2,6,7,5,
892,0,26,151,7200000,170 M2,135 M2,6,8,4,
893,0,14,184,1110000,150 M2,130 M2,6,6,7,
894,0,2,60,910000,85 M2,80 M2,3,2,22,
895,0,7,107,725000,100 M2,90 M2,3,6,18,
896,0,14,11,1750000,135 M2,125 M2,6,8,11,
897,0,28,113,1270000,155 M2,145 M2,9,0,21,
898,0,13,81,1650000,135 M2,125 M2,6,7,3,
899,0,22,24,1625000,62 M2,54 M2,1,8,11,
900,0,9,132,2549000,165 M2,140 M2,6,0,5,
901,0,2,167,2300000,200 M2,190 M2,12,7,21,
902,0,9,132,2549000,165 M2,140 M2,6,0,5,
903,0,2,167,2300000,200 M2,190 M2,12,7,21,
904,0,3,234,1570000,160 M2,150 M2,9,8,9,
905,0,3,234,1575000,130 M2,120 M2,6,8,5,
906,0,2,60,850000,95 M2,90 M2,3,5,10,
907,0,9,8,3500000,240 M2,190 M2,9,8,10,
908,0,23,264,2850000,90 M2,80 M2,3,6,7,
909,0,3,283,1130000,100 M2,90 M2,3,5,3,
910,0,2,60,1350000,140 M2,130 M2,6,5,11,
911,0,19,54,11200000,165 M2,132 M2,9,0,5,
912,0,13,135,1750000,130 M2,110 M2,9,0,7,
913,0,37,98,949000,160 M2,150 M2,10,3,11,Krediye Uygun Değil
914,0,2,167,1500000,100 M2,98 M2,3,7,3,
915,0,29,149,1585000,160 M2,120 M2,6,0,5,
916,0,24,224,1680000,117 M2,85 M2,6,6,3,
917,0,23,256,3500000,100 M2,90 M2,3,8,9,
918,0,35,61,1800000,95 M2,85 M2,3,3,16,
919,0,35,52,7000000,250 M2,210 M2,13,5,18,
920,0,19,51,4500000,120 M2,90 M2,6,1,7,
